Transaction,Amount,Time of Day,Location,Fraudulent
Withdrawal,3197,17,Coimbatore,0
Transfer,1030,21,Coimbatore,0
Withdrawal,2051,7,Kolkata,0
Withdrawal,604,18,Mumbai,0
Purchase,3759,14,Thrissur,0
Purchase,2018,15,Gujarat,0
Transfer,638,6,Mumbai,0
Purchase,1406,9,Kolkata,0
Purchase,4851,4,Mumbai,0
Purchase,4096,12,Bangalore,0
Withdrawal,3842,17,Kashmir,0
Transfer,2053,12,Coimbatore,0
Withdrawal,36822,3,Bangalore,1
Purchase,912,7,Gujarat,0
Purchase,2069,9,Gujarat,0
Purchase,1254,3,Bangalore,0
Purchase,569,12,Kashmir,0
Withdrawal,1043,1,Bangalore,0
Purchase,3524,22,Mumbai,0
Transfer,508,23,Chennai,0
Transfer,3963,17,Coimbatore,0
Purchase,5248,1,Bangalore,1
Withdrawal,4327,20,Delhi,0
Withdrawal,2772,16,Gujarat,0
Purchase,2980,9,Coimbatore,0
Transfer,4006,7,Kolkata,0
Purchase,653,18,Gujarat,0
Withdrawal,683,6,Delhi,0
Transfer,574,19,Chennai,0
Transfer,2702,8,Coimbatore,0
Withdrawal,1858,8,Chennai,0
Transfer,1968,12,Gujarat,0
Transfer,2762,18,Thrissur,0
Transfer,40209,15,Kolkata,1
Withdrawal,4402,3,Chennai,0
Purchase,1677,5,Kolkata,0
Withdrawal,1376,21,Kashmir,0
Transfer,858,15,Kashmir,0
Transfer,1132,12,Chennai,0
Withdrawal,1679,21,Coimbatore,0
Transfer,2382,8,Bangalore,0
Withdrawal,1385,7,Gujarat,0
Withdrawal,271,13,Thrissur,0
Withdrawal,2406,21,Bangalore,0
Transfer,3090,16,Delhi,0
Purchase,32792,0,Delhi,1
Transfer,998,5,Coimbatore,0
Transfer,1472,4,Coimbatore,0
Purchase,1538,11,Bangalore,0
Withdrawal,4268,12,Chennai,0
Purchase,613,2,Bangalore,1
Transfer,1349,4,Kolkata,0
Transfer,1653,20,Chennai,0
Transfer,4453,18,Mumbai,0
Transfer,1811,12,Thrissur,0
Withdrawal,2450,18,Mumbai,0
Purchase,4442,11,Bangalore,0
Withdrawal,2412,22,Kashmir,0
Purchase,403,6,Kashmir,0
Purchase,2661,1,Kolkata,0
Purchase,1874,5,Coimbatore,0
Purchase,1708,4,Kashmir,0
Purchase,4421,15,Mumbai,0
Transfer,1295,0,Kolkata,0
Purchase,2930,10,Mumbai,0
Withdrawal,1803,7,Coimbatore,0
Transfer,10187,0,Gujarat,1
Transfer,873,7,Gujarat,0
Purchase,3584,3,Kolkata,0
Withdrawal,4225,9,Delhi,0
Purchase,1890,2,Kashmir,0
Purchase,2628,16,Chennai,0
Withdrawal,2593,11,Kashmir,0
Purchase,3947,8,Bangalore,0
Purchase,3075,23,Bangalore,0
Purchase,1926,13,Mumbai,0
Transfer,2399,21,Kashmir,0
Transfer,4434,0,Bangalore,0
Withdrawal,29895,2,Delhi,1
Purchase,4894,20,Chennai,0
Purchase,1445,22,Mumbai,0
Withdrawal,3041,8,Mumbai,0
Purchase,1611,16,Kashmir,0
Transfer,13616,4,Bangalore,1
Withdrawal,3032,4,Thrissur,0
Purchase,1529,15,Delhi,0
Purchase,2285,21,Coimbatore,0
Purchase,26088,7,Gujarat,1
Transfer,2325,0,Kolkata,0
Transfer,159,11,Kolkata,0
Transfer,1684,22,Gujarat,0
Withdrawal,1995,4,Thrissur,0
Transfer,540,2,Kashmir,0
Withdrawal,8342,7,Kashmir,1
Transfer,1906,11,Coimbatore,0
Transfer,879,20,Gujarat,0
Withdrawal,917,2,Gujarat,0
Withdrawal,69,10,Bangalore,0
Withdrawal,24266,0,Gujarat,1
Withdrawal,4107,4,Mumbai,0
Withdrawal,3453,22,Mumbai,0
Transfer,1866,2,Chennai,0
Purchase,90,15,Kolkata,0
Transfer,3361,6,Gujarat,0
Transfer,4370,6,Mumbai,0
Withdrawal,1625,13,Kashmir,0
Purchase,2135,12,Kolkata,0
Withdrawal,2715,22,Kashmir,0
Purchase,2749,2,Thrissur,0
Purchase,1966,9,Mumbai,0
Transfer,49437,3,Kolkata,1
Purchase,15639,15,Kolkata,1
Purchase,1557,1,Gujarat,0
Withdrawal,4720,15,Bangalore,0
Purchase,3083,19,Mumbai,0
Withdrawal,3947,12,Mumbai,0
Withdrawal,4313,4,Mumbai,0
Transfer,1483,1,Kolkata,0
Withdrawal,3368,9,Mumbai,0
Withdrawal,2342,23,Kolkata,0
Withdrawal,4582,21,Thrissur,0
Withdrawal,4605,1,Coimbatore,0
Purchase,2910,19,Kashmir,0
Purchase,2716,6,Mumbai,0
Withdrawal,4023,13,Bangalore,0
Withdrawal,1962,4,Coimbatore,0
Purchase,4951,22,Bangalore,0
Withdrawal,3185,20,Thrissur,0
Purchase,2029,22,Bangalore,0
Purchase,902,13,Coimbatore,0
Withdrawal,4313,6,Bangalore,0
Transfer,28477,1,Mumbai,1
Purchase,2154,13,Kashmir,0
Transfer,2148,5,Chennai,0
Purchase,3825,12,Coimbatore,0
Withdrawal,84,15,Kolkata,0
Transfer,1046,20,Gujarat,0
Purchase,2418,7,Kolkata,0
Purchase,3586,2,Coimbatore,0
Purchase,216,14,Delhi,0
Purchase,2140,21,Chennai,0
Withdrawal,629,21,Mumbai,0
Transfer,460,23,Mumbai,0
Purchase,2094,5,Bangalore,0
Transfer,2067,1,Gujarat,0
Purchase,328,16,Kashmir,0
Transfer,1078,10,Kashmir,0
Purchase,14968,1,Kolkata,1
Transfer,2121,21,Kashmir,0
Purchase,1483,9,Delhi,0
Transfer,2546,12,Gujarat,0
Transfer,4518,6,Coimbatore,0
Purchase,1002,21,Bangalore,0
Withdrawal,509,13,Kolkata,0
Purchase,1288,5,Gujarat,0
Transfer,396,9,Bangalore,0
Transfer,3479,11,Chennai,0
Transfer,833,2,Chennai,0
Transfer,1520,0,Coimbatore,0
Purchase,2592,4,Coimbatore,0
Withdrawal,2791,9,Gujarat,0
Transfer,2821,7,Chennai,0
Purchase,4821,7,Bangalore,0
Purchase,799,8,Mumbai,0
Withdrawal,2146,6,Kolkata,0
Purchase,4773,13,Delhi,0
Transfer,1781,19,Bangalore,0
Withdrawal,862,2,Kolkata,0
Transfer,2002,3,Thrissur,0
Purchase,1708,18,Kolkata,0
Withdrawal,3137,2,Delhi,0
Transfer,3242,21,Chennai,0
Purchase,4489,2,Chennai,0
Transfer,1435,6,Coimbatore,0
Purchase,1560,0,Bangalore,0
Transfer,14436,1,Gujarat,1
Transfer,2883,3,Delhi,0
Purchase,4717,11,Coimbatore,0
Withdrawal,2332,4,Chennai,0
Withdrawal,1513,22,Gujarat,0
Withdrawal,3007,13,Kashmir,0
Withdrawal,2962,20,Bangalore,0
Transfer,4476,3,Kashmir,0
Purchase,1812,23,Kashmir,0
Transfer,2412,18,Chennai,0
Transfer,3160,12,Delhi,0
Purchase,1236,7,Mumbai,0
Purchase,4007,10,Mumbai,0
Purchase,2520,17,Coimbatore,0
Transfer,15478,3,Gujarat,1
Transfer,1930,4,Kashmir,0
Withdrawal,3865,9,Bangalore,0
Withdrawal,3001,4,Delhi,0
Transfer,4682,3,Gujarat,0
Withdrawal,3977,15,Chennai,0
Transfer,412,23,Chennai,0
Transfer,1156,4,Coimbatore,0
Withdrawal,4277,5,Delhi,0
Transfer,11129,5,Kashmir,1
Purchase,30137,3,Kolkata,1
Purchase,2665,18,Mumbai,0
Transfer,4693,16,Delhi,0
Withdrawal,4800,13,Delhi,0
Withdrawal,4094,7,Coimbatore,0
Purchase,4504,4,Thrissur,0
Withdrawal,4081,23,Thrissur,0
Transfer,3333,11,Mumbai,0
Transfer,4782,4,Bangalore,0
Withdrawal,563,21,Gujarat,0
Withdrawal,1073,6,Delhi,0
Purchase,4156,16,Coimbatore,0
Withdrawal,1255,8,Coimbatore,0
Withdrawal,1574,2,Delhi,0
Purchase,2772,16,Thrissur,0
Withdrawal,1047,6,Delhi,0
Withdrawal,2643,19,Kashmir,0
Withdrawal,2135,17,Mumbai,0
Transfer,1084,7,Bangalore,0
Transfer,418,11,Coimbatore,0
Purchase,1598,17,Chennai,0
Withdrawal,2805,23,Kolkata,0
Withdrawal,207,18,Kolkata,0
Purchase,4392,6,Mumbai,0
Purchase,3507,1,Chennai,0
Purchase,1631,0,Thrissur,0
Withdrawal,2140,19,Delhi,0
Purchase,2347,20,Bangalore,0
Withdrawal,3990,10,Bangalore,0
Transfer,776,6,Chennai,0
Purchase,150,6,Thrissur,0
Purchase,1975,7,Mumbai,0
Withdrawal,2068,16,Delhi,0
Transfer,1033,0,Kolkata,0
Purchase,64,8,Thrissur,0
Withdrawal,3968,1,Bangalore,0
Purchase,2133,4,Kolkata,0
Purchase,1393,4,Kashmir,0
Withdrawal,769,20,Gujarat,0
Purchase,2590,11,Kashmir,0
Transfer,3073,10,Bangalore,0
Purchase,4550,10,Mumbai,0
Purchase,3452,18,Bangalore,0
Purchase,11382,0,Gujarat,1
Withdrawal,2644,7,Kolkata,0
Transfer,157,0,Kashmir,0
Transfer,1163,2,Thrissur,0
Withdrawal,4538,15,Mumbai,0
Purchase,2732,11,Coimbatore,0
Withdrawal,1708,21,Chennai,0
Transfer,28718,2,Gujarat,1
Transfer,1486,9,Kashmir,0
Purchase,3845,15,Bangalore,0
Purchase,292,18,Kashmir,0
Withdrawal,4141,16,Chennai,0
Transfer,2524,16,Thrissur,0
Purchase,22,5,Gujarat,0
Purchase,1922,13,Delhi,0
Transfer,20234,15,Chennai,1
Purchase,980,16,Bangalore,0
Withdrawal,4984,19,Kashmir,0
Withdrawal,2704,5,Delhi,0
Withdrawal,3090,7,Delhi,0
Transfer,3854,3,Gujarat,1
Purchase,2420,13,Thrissur,0
Purchase,3372,6,Chennai,0
Purchase,238,20,Kolkata,0
Purchase,3390,15,Chennai,0
Purchase,4127,14,Gujarat,0
Withdrawal,4812,19,Delhi,0
Purchase,1108,16,Mumbai,0
Withdrawal,1762,2,Delhi,0
Withdrawal,391,3,Delhi,0
Transfer,2911,18,Coimbatore,0
Transfer,2774,8,Mumbai,0
Transfer,4267,7,Gujarat,0
Transfer,3648,13,Mumbai,0
Withdrawal,647,19,Thrissur,0
Transfer,4883,21,Mumbai,0
Transfer,4441,12,Coimbatore,0
Withdrawal,2592,13,Bangalore,0
Purchase,954,22,Coimbatore,0
Purchase,1267,9,Gujarat,0
Transfer,128,9,Chennai,0
Withdrawal,2043,21,Gujarat,0
Purchase,2817,16,Thrissur,0
Transfer,2463,16,Mumbai,0
Purchase,48373,6,Bangalore,1
Withdrawal,1255,9,Thrissur,0
Purchase,1887,8,Bangalore,0
Purchase,3869,10,Delhi,0
Transfer,2249,23,Mumbai,0
Withdrawal,4541,17,Delhi,0
Transfer,3895,15,Kolkata,0
Withdrawal,2763,9,Mumbai,0
Purchase,2087,18,Delhi,0
Purchase,243,7,Kolkata,0
Withdrawal,1056,5,Kolkata,0
Transfer,4932,21,Chennai,0
Purchase,3965,16,Thrissur,0
Withdrawal,469,22,Mumbai,0
Purchase,2356,4,Mumbai,0
Withdrawal,1921,0,Gujarat,0
Withdrawal,4186,10,Gujarat,0
Withdrawal,3824,17,Gujarat,0
Transfer,863,15,Bangalore,0
Purchase,3083,18,Chennai,0
Transfer,563,3,Gujarat,0
Transfer,448,4,Bangalore,0
Withdrawal,42794,4,Kashmir,1
Transfer,2210,11,Delhi,0
Purchase,1225,12,Gujarat,0
Purchase,40597,2,Chennai,1
Purchase,67,15,Kolkata,0
Withdrawal,2757,13,Mumbai,0
Transfer,4069,22,Kolkata,0
Withdrawal,2412,7,Kolkata,0
Purchase,3477,13,Coimbatore,0
Transfer,1591,17,Delhi,0
Withdrawal,2948,18,Delhi,0
Withdrawal,649,2,Coimbatore,0
Withdrawal,1963,11,Delhi,0
Withdrawal,11388,23,Kolkata,1
Purchase,2719,14,Bangalore,0
Withdrawal,24647,1,Gujarat,1
Purchase,323,1,Kolkata,0
Purchase,2681,22,Mumbai,0
Withdrawal,1161,12,Coimbatore,0
Purchase,4253,1,Bangalore,0
Withdrawal,1809,23,Gujarat,0
Withdrawal,1729,11,Coimbatore,0
Withdrawal,4832,15,Chennai,0
Transfer,3861,21,Delhi,0
Purchase,1554,22,Chennai,0
Transfer,1686,11,Kolkata,0
Withdrawal,313,1,Gujarat,0
Purchase,4127,1,Mumbai,0
Purchase,3392,6,Kolkata,0
Purchase,809,0,Coimbatore,0
Withdrawal,1277,6,Kashmir,0
Purchase,3284,1,Coimbatore,0
Withdrawal,1097,20,Delhi,0
Purchase,1872,3,Chennai,0
Purchase,17156,4,Kashmir,1
Transfer,4915,4,Bangalore,0
Withdrawal,4640,7,Kolkata,0
Transfer,2061,14,Chennai,0
Transfer,1808,22,Coimbatore,0
Transfer,8636,4,Mumbai,1
Transfer,3515,16,Coimbatore,0
Transfer,4705,12,Mumbai,0
Purchase,2955,19,Kashmir,0
Purchase,380,4,Chennai,0
Withdrawal,1804,7,Mumbai,0
Withdrawal,4152,11,Gujarat,0
Purchase,701,10,Thrissur,0
Purchase,1808,11,Chennai,0
Transfer,44288,2,Delhi,1
Transfer,5446,3,Gujarat,1
Withdrawal,49692,1,Bangalore,1
Purchase,1734,12,Kolkata,0
Purchase,2632,10,Gujarat,0
Purchase,13051,23,Gujarat,1
Withdrawal,3632,10,Thrissur,0
Purchase,366,1,Kolkata,0
Transfer,4297,15,Thrissur,0
Purchase,2804,16,Chennai,0
Purchase,2478,14,Chennai,0
Purchase,4266,9,Coimbatore,0
Transfer,2989,5,Thrissur,0
Purchase,729,23,Coimbatore,0
Transfer,709,4,Kolkata,0
Withdrawal,39260,0,Bangalore,1
Withdrawal,2649,2,Thrissur,0
Withdrawal,1798,6,Mumbai,0
Withdrawal,1366,18,Thrissur,0
Withdrawal,1993,20,Bangalore,0
Purchase,316,0,Mumbai,1
Transfer,1434,17,Kashmir,0
Purchase,2894,0,Coimbatore,0
Purchase,4282,20,Mumbai,0
Transfer,1526,14,Bangalore,0
Withdrawal,3822,11,Chennai,0
Withdrawal,23091,23,Chennai,1
Transfer,4827,20,Kolkata,0
Purchase,3866,23,Gujarat,0
Transfer,1447,20,Gujarat,0
Transfer,2663,0,Mumbai,0
Purchase,3597,13,Delhi,0
Transfer,4493,3,Thrissur,0
Transfer,3330,9,Delhi,0
Purchase,73,22,Delhi,0
Withdrawal,4814,1,Bangalore,0
Transfer,2230,2,Delhi,0
Purchase,3288,5,Gujarat,0
Withdrawal,1575,5,Gujarat,0
Purchase,155,6,Coimbatore,0
Withdrawal,4695,4,Chennai,0
Transfer,3896,20,Mumbai,0
Transfer,1112,9,Kolkata,0
Withdrawal,3275,6,Bangalore,0
Transfer,2901,15,Gujarat,0
Withdrawal,3361,12,Chennai,0
Withdrawal,1041,13,Chennai,0
Transfer,164,8,Gujarat,0
Withdrawal,184,13,Thrissur,0
Withdrawal,4214,17,Gujarat,0
Transfer,4998,2,Delhi,0
Withdrawal,1223,10,Kolkata,0
Transfer,1087,23,Thrissur,0
Purchase,4164,19,Thrissur,0
Withdrawal,43269,2,Kashmir,1
Purchase,2382,12,Coimbatore,0
Withdrawal,3226,21,Coimbatore,0
Transfer,2874,20,Thrissur,0
Withdrawal,2886,10,Mumbai,0
Withdrawal,3633,20,Bangalore,0
Transfer,669,5,Chennai,0
Purchase,1069,13,Kashmir,0
Purchase,3396,14,Thrissur,0
Withdrawal,1928,21,Gujarat,0
Withdrawal,3398,23,Kashmir,1
Withdrawal,2782,18,Delhi,0
Withdrawal,449,1,Thrissur,0
Transfer,948,4,Kolkata,0
Withdrawal,3580,13,Coimbatore,0
Purchase,1579,21,Bangalore,0
Purchase,40776,5,Bangalore,1
Transfer,3616,13,Bangalore,0
Withdrawal,2160,21,Mumbai,0
Transfer,4829,8,Kashmir,0
Purchase,3005,3,Chennai,0
Transfer,3633,23,Thrissur,0
Purchase,1526,3,Bangalore,0
Transfer,2358,9,Kolkata,0
Transfer,8918,23,Kolkata,1
Purchase,3424,18,Bangalore,0
Purchase,1570,19,Gujarat,0
Purchase,4180,2,Kashmir,0
Transfer,4916,15,Delhi,0
Transfer,3458,16,Kolkata,0
Withdrawal,4611,20,Mumbai,0
Purchase,11767,0,Mumbai,1
Purchase,1544,10,Kolkata,0
Transfer,37204,5,Bangalore,1
Purchase,219,23,Kashmir,0
Transfer,3370,16,Thrissur,0
Purchase,2993,7,Kashmir,0
Purchase,26779,16,Mumbai,1
Purchase,35854,4,Bangalore,1
Transfer,4921,19,Coimbatore,0
Purchase,2791,18,Thrissur,0
Withdrawal,4346,0,Mumbai,0
Purchase,229,23,Chennai,0
Purchase,1165,19,Mumbai,0
Transfer,1342,22,Coimbatore,0
Withdrawal,409,18,Gujarat,0
Transfer,315,8,Chennai,0
Withdrawal,3407,10,Chennai,0
Transfer,860,7,Thrissur,0
Transfer,2125,18,Bangalore,0
Transfer,11117,13,Gujarat,1
Purchase,2746,16,Kashmir,0
Purchase,2221,23,Kolkata,0
Purchase,2277,19,Kolkata,0
Purchase,4106,13,Coimbatore,0
Transfer,3246,12,Kolkata,0
Purchase,364,3,Chennai,0
Transfer,2731,19,Kashmir,0
Purchase,2347,0,Delhi,0
Transfer,39024,4,Mumbai,1
Transfer,4941,22,Gujarat,0
Withdrawal,1680,15,Chennai,0
Withdrawal,1330,7,Kolkata,0
Purchase,4595,17,Coimbatore,0
Withdrawal,2812,8,Thrissur,0
Transfer,4994,9,Kolkata,0
Withdrawal,1399,11,Kashmir,0
Purchase,4218,13,Delhi,0
Transfer,57,6,Gujarat,0
Purchase,3832,17,Chennai,0
Withdrawal,413,13,Kolkata,0
Purchase,3384,3,Gujarat,0
Withdrawal,1996,9,Kashmir,0
Transfer,1648,22,Mumbai,0
Withdrawal,30,7,Delhi,0
Purchase,2178,5,Delhi,0
Withdrawal,29556,9,Kashmir,1
Purchase,3178,22,Gujarat,0
Withdrawal,1488,18,Coimbatore,0
Purchase,1983,9,Bangalore,0
Transfer,2364,4,Kolkata,0
Transfer,3562,2,Kashmir,0
Transfer,3413,13,Delhi,0
Transfer,3776,19,Mumbai,0
Withdrawal,3552,19,Delhi,0
Transfer,304,18,Bangalore,0
Purchase,19116,2,Mumbai,1
Transfer,2561,4,Chennai,0
Purchase,3650,6,Thrissur,0
Withdrawal,23443,0,Bangalore,1
Purchase,646,18,Chennai,0
Transfer,4772,6,Gujarat,0
Withdrawal,2231,12,Coimbatore,0
Withdrawal,97,2,Delhi,0
Withdrawal,1551,20,Thrissur,0
Purchase,259,2,Mumbai,0
Purchase,3975,23,Delhi,0
Transfer,1414,12,Mumbai,0
Transfer,1324,19,Bangalore,0
Transfer,3267,17,Chennai,0
Withdrawal,8516,21,Delhi,1
Withdrawal,20171,4,Gujarat,1
Transfer,4683,21,Bangalore,0
Withdrawal,1013,11,Bangalore,0
Withdrawal,4433,12,Mumbai,0
Withdrawal,1159,23,Delhi,0
Purchase,3764,11,Bangalore,0
Withdrawal,3628,3,Gujarat,0
Transfer,1736,7,Kashmir,0
Withdrawal,3902,15,Chennai,0
Transfer,3344,16,Kashmir,0
Purchase,473,9,Kolkata,0
Purchase,2049,18,Thrissur,0
Transfer,4529,13,Coimbatore,0
Purchase,3133,9,Mumbai,0
Purchase,3325,11,Chennai,0
Transfer,1506,7,Chennai,0
Purchase,10540,23,Chennai,1
Transfer,781,18,Mumbai,0
Withdrawal,3019,13,Gujarat,0
Transfer,3926,4,Kashmir,0
Purchase,3415,12,Kashmir,0
Purchase,295,3,Thrissur,0
Transfer,1227,4,Delhi,0
Withdrawal,23352,1,Mumbai,1
Purchase,2247,21,Coimbatore,0
Transfer,903,1,Delhi,1
Purchase,2613,9,Kolkata,0
Withdrawal,4085,9,Coimbatore,0
Purchase,1723,22,Gujarat,0
Transfer,3925,19,Mumbai,0
Withdrawal,3403,2,Coimbatore,0
Transfer,1346,13,Coimbatore,0
Purchase,3462,12,Gujarat,0
Withdrawal,244,21,Delhi,0
Purchase,22,21,Gujarat,0
Purchase,3352,11,Coimbatore,0
Transfer,2965,19,Chennai,0
Purchase,4238,7,Delhi,0
Transfer,4746,2,Delhi,0
Transfer,2551,21,Kashmir,0
Transfer,2456,6,Gujarat,0
Transfer,1061,10,Delhi,0
Purchase,3988,8,Mumbai,0
Transfer,3973,23,Kolkata,0
Withdrawal,4839,8,Chennai,0
Purchase,4897,23,Kashmir,0
Withdrawal,54,5,Gujarat,0
Withdrawal,1458,14,Coimbatore,0
Withdrawal,6948,0,Delhi,1
Transfer,928,15,Gujarat,0
Transfer,1657,11,Chennai,0
Withdrawal,629,8,Kashmir,0
Withdrawal,1329,4,Delhi,0
Purchase,3528,2,Coimbatore,0
Purchase,8436,15,Bangalore,1
Purchase,3093,11,Mumbai,0
Withdrawal,1961,16,Chennai,0
Purchase,3908,10,Gujarat,0
Transfer,422,11,Chennai,0
Transfer,3472,6,Bangalore,0
Purchase,4768,9,Bangalore,0
Transfer,3290,10,Kashmir,0
Transfer,1319,11,Bangalore,0
Purchase,4126,14,Chennai,0
Transfer,150,1,Gujarat,0
Transfer,4358,1,Mumbai,0
Purchase,1790,11,Kashmir,0
Transfer,2709,22,Kashmir,0
Withdrawal,602,2,Coimbatore,0
Transfer,1369,2,Chennai,0
Withdrawal,2608,6,Thrissur,0
Withdrawal,3710,7,Kashmir,0
Transfer,4116,19,Mumbai,0
Withdrawal,823,1,Coimbatore,0
Withdrawal,3424,0,Delhi,0
Purchase,1009,20,Mumbai,0
Purchase,47223,23,Kashmir,1
Transfer,4513,21,Mumbai,0
Purchase,2091,17,Kashmir,0
Withdrawal,6507,3,Gujarat,1
Purchase,975,9,Mumbai,0
Transfer,3158,5,Thrissur,0
Purchase,1144,14,Mumbai,0
Withdrawal,16139,4,Mumbai,1
Transfer,2938,17,Gujarat,0
Purchase,37872,0,Delhi,1
Withdrawal,2925,16,Kolkata,0
Purchase,761,0,Bangalore,0
Withdrawal,6304,0,Gujarat,1
Transfer,27595,1,Kolkata,1
Withdrawal,2154,14,Kashmir,0
Purchase,3748,5,Mumbai,0
Withdrawal,3835,17,Mumbai,0
Purchase,1518,16,Kolkata,0
Withdrawal,2988,23,Kolkata,0
Withdrawal,134,7,Kashmir,0
Transfer,3083,15,Gujarat,0
Withdrawal,4341,7,Mumbai,0
Transfer,920,11,Coimbatore,0
Purchase,2942,5,Bangalore,0
Purchase,4126,16,Mumbai,0
Transfer,32428,5,Mumbai,1
Withdrawal,2713,22,Coimbatore,0
Transfer,2539,1,Mumbai,0
Withdrawal,3299,1,Kolkata,0
Purchase,3372,15,Kolkata,0
Purchase,1283,0,Kashmir,0
Purchase,938,12,Chennai,0
Withdrawal,2695,15,Coimbatore,0
Transfer,1066,4,Chennai,0
Purchase,12933,23,Mumbai,1
Purchase,3257,2,Delhi,0
Withdrawal,503,16,Kashmir,0
Purchase,22948,23,Delhi,1
Purchase,13796,5,Gujarat,1
Transfer,4810,15,Thrissur,0
Purchase,4866,22,Delhi,0
Purchase,358,6,Kashmir,0
Purchase,4586,20,Gujarat,0
Purchase,2480,8,Kashmir,0
Transfer,2235,5,Thrissur,0
Withdrawal,3219,21,Thrissur,0
Purchase,2248,4,Delhi,0
Withdrawal,489,23,Gujarat,0
Withdrawal,44864,18,Mumbai,1
Withdrawal,2019,0,Mumbai,0
Withdrawal,4020,16,Delhi,0
Withdrawal,3527,14,Kolkata,0
Transfer,2864,8,Kashmir,0
Transfer,2509,22,Kolkata,0
Transfer,539,7,Thrissur,0
Withdrawal,4191,3,Gujarat,0
Purchase,1820,11,Kolkata,0
Withdrawal,2664,0,Mumbai,0
Transfer,1709,6,Kashmir,0
Purchase,2827,13,Thrissur,0
Transfer,4400,0,Coimbatore,0
Transfer,3614,19,Kashmir,0
Purchase,2854,19,Chennai,0
Purchase,326,23,Chennai,0
Purchase,796,10,Bangalore,0
Transfer,2274,20,Kolkata,0
Transfer,317,14,Mumbai,0
Transfer,4801,9,Delhi,0
Withdrawal,1694,19,Delhi,0
Transfer,1313,23,Thrissur,0
Purchase,2686,15,Coimbatore,0
Withdrawal,3328,9,Bangalore,0
Withdrawal,3134,15,Gujarat,0
Withdrawal,2245,8,Kolkata,0
Withdrawal,13809,6,Mumbai,1
Purchase,1184,20,Kashmir,0
Transfer,555,19,Delhi,0
Withdrawal,18897,4,Mumbai,1
Purchase,42699,1,Gujarat,1
Purchase,1645,5,Chennai,0
Withdrawal,3629,15,Mumbai,0
Purchase,1931,17,Gujarat,0
Transfer,500,1,Kolkata,0
Transfer,3210,8,Kolkata,0
Transfer,3911,16,Chennai,0
Purchase,2797,6,Mumbai,0
Transfer,2962,2,Delhi,0
Transfer,4970,20,Thrissur,0
Withdrawal,800,1,Bangalore,0
Withdrawal,430,1,Gujarat,0
Transfer,2969,5,Mumbai,0
Withdrawal,1662,23,Delhi,0
Withdrawal,1551,3,Coimbatore,0
Purchase,4313,7,Coimbatore,0
Purchase,3449,16,Mumbai,0
Purchase,551,21,Chennai,0
Transfer,4430,17,Gujarat,0
Withdrawal,2206,12,Chennai,0
Purchase,3140,1,Coimbatore,0
Withdrawal,562,18,Kashmir,0
Purchase,1671,20,Kashmir,0
Transfer,4649,10,Gujarat,0
Transfer,32164,17,Kashmir,1
Transfer,266,0,Kolkata,0
Purchase,2099,1,Delhi,0
Purchase,9894,1,Kashmir,1
Withdrawal,42495,5,Kashmir,1
Withdrawal,23132,5,Kolkata,1
Withdrawal,19276,23,Bangalore,1
Withdrawal,2889,18,Coimbatore,0
Withdrawal,2864,17,Coimbatore,0
Transfer,1267,13,Gujarat,0
Purchase,1319,16,Bangalore,0
Withdrawal,1783,15,Mumbai,0
Withdrawal,469,17,Chennai,0
Purchase,1162,23,Delhi,0
Transfer,14750,22,Kolkata,1
Transfer,1684,9,Thrissur,0
Purchase,1815,2,Bangalore,0
Purchase,3876,5,Chennai,0
Transfer,1299,10,Delhi,0
Transfer,2885,6,Chennai,0
Purchase,4353,18,Kolkata,0
Purchase,4130,13,Coimbatore,0
Purchase,2258,7,Coimbatore,0
Transfer,4625,23,Chennai,0
Transfer,735,7,Chennai,0
Purchase,4071,0,Bangalore,0
Purchase,619,18,Chennai,0
Transfer,4848,14,Chennai,0
Withdrawal,1103,19,Bangalore,0
Transfer,1851,5,Delhi,0
Purchase,653,4,Kolkata,0
Withdrawal,590,7,Bangalore,0
Transfer,2833,21,Chennai,0
Withdrawal,4433,4,Kolkata,0
Withdrawal,2984,10,Thrissur,0
Withdrawal,21,9,Coimbatore,0
Purchase,86,8,Gujarat,0
Purchase,104,17,Thrissur,0
Withdrawal,1692,21,Thrissur,0
Withdrawal,2488,13,Coimbatore,0
Purchase,21582,3,Mumbai,1
Withdrawal,45576,5,Bangalore,1
Withdrawal,24530,10,Delhi,1
Transfer,1699,16,Delhi,0
Withdrawal,10269,23,Mumbai,1
Withdrawal,2456,0,Coimbatore,0
Transfer,914,12,Chennai,0
Transfer,2836,17,Coimbatore,0
Purchase,1682,1,Delhi,0
Withdrawal,4038,6,Bangalore,0
Purchase,3801,16,Chennai,0
Withdrawal,4201,8,Bangalore,0
Withdrawal,693,4,Chennai,0
Transfer,2863,22,Thrissur,0
Transfer,11658,2,Bangalore,1
Withdrawal,2966,3,Bangalore,0
Purchase,1617,3,Gujarat,0
Withdrawal,2844,13,Kashmir,0
Withdrawal,260,1,Kolkata,0
Transfer,2233,23,Coimbatore,0
Withdrawal,2771,8,Kolkata,0
Withdrawal,2511,6,Delhi,0
Purchase,4194,8,Kolkata,0
Withdrawal,3427,6,Chennai,0
Transfer,4900,23,Thrissur,0
Purchase,6057,23,Bangalore,1
Transfer,960,18,Chennai,0
Withdrawal,1372,21,Thrissur,0
Purchase,1793,20,Thrissur,0
Withdrawal,19339,1,Kashmir,1
Withdrawal,176,18,Gujarat,0
